bsopAdtnlFcltCd,cocrPrkgTrcn,dspnPrkgTrcn,fscarPrkgTrcn,gudClssCd,gudClssNm,hdqrCd,hdqrNm,mtnofCd,mtnofNm,pstnoCd,routeCd,routeNm,rprsTelNo,svarAddr,svarCd,svarGsstClssCd,svarGsstClssNm,svarNm,sliced_rest,wifi,satisfaction,electric_car,nursing_room,pharmacy,Braile_block,pet
A00305,66,2,19,0,상행,800000,전북본부,810200,부안,56320.0,150,서해안선,0637767002,전북 부안군 주산면 서해안고속도로 106,585,0,휴게소,부안고려청자(서울)휴게소,부안고려청자(서울),true,,false,false,false,false,
A00202,0,0,0,0,상행,800000,전북본부,810200,부안,579922.0,150,서해안선,0000000000,전북 부안군 주산면 덕림리 924-5,376,0,휴게소,부안상쉼터,부안상쉼터,false,,false,false,false,false,
A00201,0,0,0,1,하행,800000,전북본부,810200,부안,579922.0,150,서해안선,0000000000,전북 부안군 주산면 덕림리 933-4,377,0,휴게소,부안하쉼터,부안하쉼터,false,,false,false,false,false,
A00117,200,8,61,1,하행,400000,대전충남본부,410700,당진,356820.0,150,서해안선,0416888814,충청남도 서산시 해미면 삼송리 119,98,0,휴게소,서산(목포)휴게소,서산(목포),true,,true,true,false,false,true
A00116,125,197,65,0,상행,400000,대전충남본부,410700,당진,31954.0,150,서해안선,0416887714,충남 서산시 해미면 삼송리(서해안고속도로) 242,100,0,휴게소,서산(서울)휴게소,서산(서울),true,2.0,true,true,false,true,
A00151,111,5,36,1,하행,800000,전북본부,810500,보령,33607.0,150,서해안선,0419525757,충남 서천군 비인면 서해안고속도로169(성산리),262,0,휴게소,서천(목포)휴게소,서천(목포),true,,true,true,false,true,
A00150,151,6,40,0,상행,800000,전북본부,810500,보령,325884.0,150,서해안선,0419529700,충남 서천군 비인면 성산리 22-4,261,0,휴게소,서천(서울)휴게소,서천(서울),true,,true,true,false,true,
A00214,26,2,7,1,하행,500000,광주전남본부,510500,함평,513841.0,150,서해안선,0613519935,전남 영광군 군서면 보라리 산 103-23,389,0,휴게소,영광(목포)휴게소,영광(목포),false,,false,false,false,false,
A00124,43,7,42,1,하행,500000,광주전남본부,510500,함평,525805.0,150,서해안선,0613233751,전남 함평군 함평읍 서해안고속도로 31,117,0,휴게소,함평천지(목포)휴게소,함평천지(목포),true,2.0,true,true,false,false,
A00125,40,8,56,0,상행,500000,광주전남본부,510500,함평,525840.0,150,서해안선,0613233641,전라남도 함평군 손불면 죽암리 29-1,115,0,휴게소,함평천지(서울)휴게소,함평천지(서울),true,,true,true,false,true,
A00106,560,20,67,0,상행,400000,대전충남본부,410700,당진,343814.0,150,서해안선,0413580700,충남 당진군 신평면 매산리 513,341,0,휴게소,행담도휴게소,행담도,true,,true,true,true,true,
A00139,172,214,36,1,하행,800000,전북본부,810500,보령,350881.0,150,서해안선,0416421151,충남 홍성군 은하면 금국리 292-3,254,0,휴게소,홍성(목포)휴게소,홍성(목포),true,2.0,true,true,false,true,
A00138,189,236,41,0,상행,800000,전북본부,810500,보령,467866.0,150,서해안선,0416421172,경기 이천시 부발읍 아미리,253,0,휴게소,홍성(서울)휴게소,홍성(서울),true,2.0,true,true,false,true,
A00015,353,14,61,1,하행,200000,수도권본부,210700,화성,445910.0,150,서해안선,0313538140,경기도 화성군 팔탄면 덕천리 102-1,93,0,휴게소,화성(목포)휴게소,화성(목포),true,,true,true,false,true,
A00014,411,478,57,0,상행,200000,수도권본부,210700,화성,445910.0,150,서해안선,0313538143,경기도 화성군 팔탄면 덕천리 102-3,92,0,휴게소,화성(서울)휴게소,화성(서울),true,,true,true,false,true,
000526,0,0,0,0,상행,990000,-,210100,인천,12112.0,290,세종포천선,031)5249773,경기도 남양주시 별내중앙로58번길 30,526,0,휴게소,별내(포천)휴게소,별내(포천),false,,false,false,false,false,
000524,0,0,0,1,하행,990000,-,210100,인천,12106.0,290,세종포천선,0319284113,경기도 남양주시 별내2로 117 (별내농협) 별내면 광전리 산 110-5 외 3필지,524,0,휴게소,의정부(구리)휴게소,의정부(구리),false,,false,false,false,false,
A00199,122,6,21,0,상행,200000,수도권본부,210500,동서울,471050.0,1000,수도권제1순환선,0315293564,경기 구리시 사노동 170-13 구리고속도로휴게소,371,0,휴게소,구리(일산)휴게소,구리(일산),true,,true,true,false,false,
A00285,47,2,0,0,상행,200000,수도권본부,210500,동서울,47105.0,1000,수도권제1순환선,,경기도 구리시 서울외곽순환도로 27,564,0,휴게소,구리남양주행복드림쉼터,구리남양주행복드림쉼터,false,,false,false,false,false,
A00281,35,2,13,0,상행,200000,수도권본부,210200,군포,15004.0,1000,수도권제1순환선,,경기도 시흥시 군자로335번길 36-29,560,0,휴게소,군자행복드림쉼터,군자행복드림쉼터,false,,false,false,false,false,
000428,0,0,0,0,상행,200000,수도권본부,210500,동서울,471060.0,1000,수도권제1순환선,00000000000,경기 구리시 토평동 서울외곽순환고속도로 27,428,0,휴게소,김포(외측)졸음쉼터(舊성남구리),김포(외측)졸음쉼터(舊성남구리),false,,false,false,false,false,
A00296,0,0,0,0,상행,200000,수도권본부,210900,-,415810.0,1000,수도권제1순환선,00000000000,경기 김포시 고촌면 김포대로319번길 209-23,431,0,휴게소,김포졸음쉼터내측,김포졸음쉼터내측,false,,false,false,false,false,
A00295,0,0,0,0,상행,200000,수도권본부,210900,-,415810.0,1000,수도권제1순환선,00000000000,경기 김포시 고촌면 김포대로319번길 209-23,430,0,휴게소,김포졸음쉼터외측,김포졸음쉼터외측,false,,false,false,false,false,
A00244,69,3,5,0,상행,200000,수도권본부,210900,-,5672.0,1000,수도권제1순환선,,서울 송파구 송파동 185-5,425,0,휴게소,김포행복드림쉼터,김포행복드림쉼터,false,,false,false,false,false,
A00181,58,2,5,0,상행,200000,수도권본부,210500,동서울,465060.0,1000,수도권제1순환선,,경기 하남시 춘궁동 212,336,0,휴게소,서하남행복드림쉼터,서하남행복드림쉼터,false,,false,false,false,false,
A00528,0,0,0,0,상행,200000,수도권본부,210500,동서울,11907.0,1000,수도권제1순환선,00000000000,경기도 성남시 수정구 수진동 39-13,528,0,휴게소,성남졸음쉼터,성남졸음쉼터,false,,false,false,false,false,
A00268,0,0,0,0,상행,200000,수도권본부,210800,시흥,14983.0,1000,수도권제1순환선,0314819715,경기 시흥시 조남동 서울외곽순환고속도로,530,0,휴게소,시흥하늘휴게소,시흥하늘,true,,true,true,true,true,
000469,0,0,0,0,상행,990000,-,210100,인천,482810.0,1000,수도권제1순환선,00000000000,경기 양주시 장흥면 서울외곽순환고속도로 58,469,0,휴게소,양주(일산)휴게소,양주(일산),false,,false,false,false,false,
A00179,45,49,2,0,상행,200000,수도권본부,210500,동서울,437110.0,1000,수도권제1순환선,0314217344,경기 의왕시 청계동 안양판교로 476 의왕(청계)휴게소,329,0,휴게소,의왕(일산)휴게소,의왕(일산),false,,false,false,false,false,
000424,0,0,0,0,상행,200000,수도권본부,210500,동서울,437110.0,1000,수도권제1순환선,0000000000,경기 의왕시 청계동,424,0,휴게소,청계졸음쉼터,청계졸음쉼터,false,,false,false,false,false,
000423,0,0,0,0,상행,200000,수도권본부,210500,동서울,462130.0,1000,수도권제1순환선,0000000000,경기 성남시 중원구 성남동,423,0,휴게소,청계졸음쉼터(舊성남),청계졸음쉼터(舊성남),false,,false,false,false,false,
A00245,0,0,0,0,상행,200000,수도권본부,210500,동서울,471060.0,1000,수도권제1순환선,0000000000,경기 구리시 토평동 108-7,426,0,휴게소,행복드림쉼터,행복드림쉼터,false,,false,false,false,false,
A00217,0,19,19,1,하행,800000,전북본부,810700,진안,566813.0,270,순천완주선,0000000000,전북 임실군 관촌면 방현리 산32,393,0,휴게소,관촌(광양)휴게소,관촌(광양),false,,false,false,false,false,
A00218,0,19,19,0,상행,800000,전북본부,810700,진안,566813.0,270,순천완주선,00000000000,전북 임실군 관촌면 방현리 산 39-2,392,0,휴게소,관촌(전주)휴게소,관촌(전주),false,,false,false,false,false,
A00193,110,6,114,1,하행,500000,광주전남본부,510900,구례,566893.0,270,순천완주선,0636446116,전북 임실군 오수면 오산리 675-18,361,0,휴게소,오수(순천)휴게소,오수(순천),true,,true,true,false,false,
A00194,114,6,57,0,상행,500000,광주전남본부,510900,구례,566893.0,270,순천완주선,0636445115,전북 임실군  순천완주고속도로 74,360,0,휴게소,오수(완주)휴게소,오수(완주),true,,true,true,false,false,true
A00310,104,6,44,1,하행,500000,광주전남본부,510900,구례,55792.0,270,순천완주선,0636312020,전북 남원시 수지면 순천완주고속도로 49,594,0,휴게소,춘향(순천)휴게소,춘향(순천),true,,false,false,false,false,
A00220,0,0,0,1,하행,500000,광주전남본부,510900,구례,590922.0,270,순천완주선,0000000000,전북 남원시 수지면 남창리 산39-1,391,0,휴게소,춘향(순천)휴게소,춘향(순천),true,,false,false,false,false,
A00219,0,0,0,0,상행,500000,광주전남본부,510900,구례,590922.0,270,순천완주선,0000000000,전북 남원시 수지면 산정리 산11-4,390,0,휴게소,춘향(완주)휴게소,춘향(완주),true,,false,false,false,false,
A00311,111,6,63,0,상행,500000,광주전남본부,510900,구례,55792.0,270,순천완주선,0636356688,전북 남원시 수지면 순천완주고속도로 50,595,0,휴게소,춘향(완주)휴게소,춘향(완주),true,,false,false,false,false,
A00196,760,2,20,1,하행,500000,광주전남본부,510900,구례,540823.0,270,순천완주선,0617821135,전남 순천시 황전면 선변리 560-7,364,0,휴게소,황전(순천)휴게소,황전(순천),true,,true,true,false,false,
A00197,95,4,20,0,상행,500000,광주전남본부,510900,구례,540823.0,270,순천완주선,0617821154,전남 순천시 황전면 선변리 595-7,365,0,휴게소,황전(완주)휴게소,황전(완주),true,,true,true,false,false,
A00111,195,232,32,1,하행,300000,강원본부,310200,대관령,210840.0,500,영동선,0336488850,강원도 강릉시 성산면 보광리 산273,181,0,휴게소,강릉(강릉)휴게소,강릉(강릉),true,,true,true,false,true,
A00110,254,306,46,0,상행,300000,강원본부,310200,대관령,210840.0,500,영동선,0336479970,강원도 강릉시 성산면 보광리 산4-2,182,0,휴게소,강릉(인천)휴게소,강릉(인천),true,,true,true,false,false,
A00154,559,670,83,0,상행,300000,강원본부,210600,이천,467811.0,500,영동선,0316349200,경기 이천시 마장면 각평리 319,292,0,휴게소,덕평휴게소,덕평,true,,true,true,true,true,true
A00024,287,316,24,1,하행,300000,강원본부,310100,원주,220801.0,500,영동선,0337318481,강원 원주시 문막읍 원문로 1234,201,0,휴게소,문막(강릉)휴게소,문막(강릉),true,1.0,true,true,true,true,
A00013,107,139,28,0,상행,300000,강원본부,311000,-,220807.0,500,영동선,0337347471,강원 원주시 문막읍 포진리,199,0,휴게소,문막(인천)휴게소,문막(인천),true,,true,true,false,false,
A00280,0,0,0,0,상행,300000,강원본부,310100,원주,22083.0,500,영동선,0330000000,강원도 원주시 소초면 평창리 산 125-8,559,0,휴게소,소초졸음쉼터,소초졸음쉼터,false,,false,false,false,false,
000427,0,0,0,0,상행,200000,수도권본부,210800,시흥,429130.0,500,영동선,0000000000,경기 시흥시 계수동 서해안로1780번길 94,427,0,휴게소,시흥졸음쉼터내측,시흥졸음쉼터내측,false,,false,false,false,false,
A00309,0,0,0,0,상행,200000,수도권본부,210800,시흥,429130.0,500,영동선,0000000000,경기 시흥시 계수동 서울외곽고속도로 졸음쉼터,429,0,휴게소,시흥졸음쉼터외측,시흥졸음쉼터외측,false,,false,false,false,false,
A00307,400,12,20,0,상행,200000,수도권본부,210200,군포,15210.0,500,영동선,0314827775,경기 안산시 단원구 영동고속도로 15(선부동),589,0,휴게소,안산휴게소,안산,false,,false,false,false,false,
A00012,286,23,83,1,하행,300000,강원본부,210600,이천,469883.0,500,영동선,0318823120,경기 여주군 가남면 본두리 687-1,203,0,휴게소,여주(강릉)휴게소,여주(강릉),true,,true,true,true,true,
A00011,201,219,13,0,상행,300000,강원본부,210600,이천,469880.0,500,영동선,0318822900,경기도 여주시 가남읍 화평길 116,204,0,휴게소,여주(인천)휴게소,여주(인천),true,,true,true,false,false,
A00010,264,12,31,1,하행,300000,강원본부,210600,이천,449010.0,500,영동선,0313393663,경기도 용인시 고림동 9번지,207,0,휴게소,용인(강릉)휴게소,용인(강릉),true,,true,true,false,true,true
A00009,134,7,28,0,상행,300000,강원본부,210600,이천,449010.0,500,영동선,0313393660,경기도 용인시 고림동 89번지,208,0,휴게소,용인(인천)휴게소,용인(인천),true,,true,true,false,false,
A00272,0,0,0,1,하행,300000,강원본부,310200,대관령,25349.0,500,영동선,00000000000,강원도 평창군 대관령면 유천리 838-1,541,0,휴게소,월정(강릉)졸음쉼터,월정(강릉)졸음쉼터,false,,false,false,false,false,
A00271,0,0,0,1,하행,200000,수도권본부,210200,군포,440310.0,500,영동선,0310000000,경기 수원시 장안구 이목동 108 고속도로 이목(강릉) 졸음쉼터내,435,0,휴게소,이목(강릉)졸음쉼터,이목(강릉)졸음쉼터,false,,false,false,false,false,
A00101,83,121,35,1,하행,300000,강원본부,310200,대관령,232930.0,500,영동선,0333345100,강원도 평창군 용평면 이목정리 778-2,188,0,휴게소,평창(강릉)휴게소,평창(강릉),true,1.0,true,true,false,true,
A00100,203,14,13,0,상행,300000,강원본부,310200,대관령,232935.0,500,영동선,0333336131,강원 평창군 용평면 이목정리,186,0,휴게소,평창(인천)휴게소,평창(인천),true,,true,true,false,false,
000434,0,0,0,1,하행,200000,수도권본부,210300,수원,463470.0,500,영동선,0310000000,경기 성남시 분당구 궁내동 257-20,434,0,휴게소,하이패스센터졸음쉼터,하이패스센터졸음쉼터,false,,false,false,false,false,
A00019,168,208,34,1,하행,300000,강원본부,310100,원주,25268.0,500,영동선,0333424231,강원도 횡성군 안흥면 영동고속도로 154,194,0,휴게소,횡성(강릉)휴게소,횡성(강릉),true,1.0,true,true,false,true,
A00018,212,9,25,0,상행,300000,강원본부,310100,원주,225820.0,500,영동선,0333424200,강원 횡성군 안흥면 영동고속도로 153,195,0,휴게소,횡성(인천)휴게소,횡성(인천),true,,true,true,false,false,
A00216,36,52,16,0,상행,800000,전북본부,810700,진안,565812.0,205,완주장수선,0000000000,전북 완주군 용진면 상삼리 산 49-3,394,0,휴게소,완주(익산)휴게소,완주(익산),false,,false,false,false,false,
A00215,36,52,16,1,하행,800000,전북본부,810700,진안,565812.0,205,완주장수선,0632446601,전북 완주군 용진면 상삼리 산 106,395,0,휴게소,완주(장수)휴게소,완주(장수),false,,false,false,false,false,
A00161,86,118,24,0,상행,800000,전북본부,810700,진안,567801.0,205,완주장수선,0634321380,전북 진안군 진안읍 단양리 171-110,285,0,휴게소,진안마이산(익산)휴게소,진안마이산(익산),true,,true,true,false,false,
A00162,100,138,30,1,하행,800000,전북본부,810700,진안,567801.0,205,완주장수선,0634326350,전북 진안군 진안읍 단양리 333-75,286,0,휴게소,진안마이산(장수)휴게소,진안마이산(장수),true,,true,true,false,false,
A00270,25,2,10,0,상행,700000,부산경남본부,710800,경주,44936.0,160,울산선,0522542821,울산광역시 울주군 언양읍 언양로 429,538,0,휴게소,울산행복드림쉼터,울산행복드림쉼터,false,,false,false,false,false,
A00257,20,1,6,0,상행,700000,부산경남본부,710800,경주,780892.0,652,울산포항선,0540000000,경북 경주시 양북면 용동리 산241-5,501,0,휴게소,양북임시(상)휴게소,양북임시(상),false,,false,false,false,false,
A00258,6,1,10,1,하행,700000,부산경남본부,710800,경주,780892.0,652,울산포항선,0540000000,경북 경주시 양북면 용동리 산241-7,502,0,휴게소,양북임시(하)휴게소,양북임시(하),false,,false,false,false,false,
A00247,46,3,27,1,하행,700000,부산경남본부,710800,경주,38206.0,652,울산포항선,0547450637,경상북도 경주시 외동읍 내외로 577-189 상석길 58-74,441,0,휴게소,외동(부산)휴게소,외동(부산),true,,true,true,false,false,
A00246,51,3,21,0,상행,700000,부산경남본부,710800,경주,38204.0,652,울산포항선,0547450631,경북 경주시 외동읍 상석길 58-70,440,0,휴게소,외동(포항)휴게소,외동(포항),true,,true,true,false,true,
000483,0,0,0,0,상행,990000,-,210100,인천,404300.0,1300,인천국제공항선,00000000000,인천 서구 오류동 정서진남로 25,483,0,휴게소,영종대교휴게소,영종대교,false,,false,false,false,false,
A00287,0,0,0,0,상행,900000,충북본부,310600,충주,46988.0,450,중부내륙선,031000000,경기도 여주시 가남읍 삼승리 143-1,566,0,휴게소,가남(창원)졸음쉼터,가남(창원)졸음쉼터,false,,false,false,false,false,
A00144,75,104,24,1,하행,900000,충북본부,310600,충주,367872.0,450,중부내륙선,0438326594,충북 괴산군 장연면 오가리 293-2,295,0,휴게소,괴산(양평)휴게소,괴산(양평),false,,true,true,false,true,
A00145,109,137,24,0,상행,900000,충북본부,310600,충주,367872.0,450,중부내륙선,0438327966,충북 괴산군 장연면 오가리 103번지,303,0,휴게소,괴산(창원)휴게소,괴산(창원),false,,true,true,false,false,
A00160,92,124,29,1,하행,600000,대구경북본부,610800,성주,719843.0,450,중부내륙선,0549315741,경북 성주군 용암면 본리 428,278,0,휴게소,남성주참외(양평)휴게소,남성주참외(양평),true,,true,true,false,false,
A00158,96,137,38,0,상행,600000,대구경북본부,610800,성주,719831.0,450,중부내륙선,0549337105,경북 성주군 선남면 명포리 880-5,277,0,휴게소,남성주참외(창원)휴게소,남성주참외(창원),true,,true,true,false,false,
A00312,0,0,0,0,상행,300000,강원본부,210600,이천,12571.0,450,중부내륙선,0310000000,경기도 양평군 강상면 중부내륙고속도로 298,598,0,휴게소,남한강휴게소,남한강,false,,false,false,false,false,
A00146,193,6,102,1,하행,900000,충북본부,910100,-,745240.0,450,중부내륙선,0545541620,경북 문경시 유곡동 458,268,0,휴게소,문경(양평)휴게소,문경(양평),false,2.0,true,true,false,true,
A00147,133,8,131,0,상행,900000,충북본부,610600,상주,745240.0,450,중부내륙선,0545541655,경북 문경시 유곡동 중부내륙고속도로173 460,273,0,휴게소,문경(창원)휴게소,문경(창원),false,,true,true,false,false,
A00188,50,70,18,0,상행,300000,강원본부,210600,이천,12641.0,450,중부내륙선,0318859760,경기 여주시 세종대왕면 중부내륙고속도로 272,350,0,휴게소,서여주(양평)휴게소,서여주(양평),true,,true,true,false,true,
A00189,50,70,18,1,하행,300000,강원본부,210600,이천,12641.0,450,중부내륙선,0318849714,경기 여주시 세종대왕면 중부내륙고속도로 271,351,0,휴게소,서여주(창원)휴게소,서여주(창원),true,,true,true,false,false,
A00120,58,231,169,1,하행,900000,충북본부,610600,상주,730830.0,450,중부내륙선,0544826011,경북 구미시 옥성면 대원리 31-3,173,0,휴게소,선산(양평)휴게소,선산(양평),false,,true,true,false,true,
A00121,56,239,179,0,상행,900000,충북본부,610600,상주,730830.0,450,중부내륙선,0544826031,경북 구미시 옥성면 대원리 85-1,174,0,휴게소,선산(창원)휴게소,선산(창원),false,,true,true,false,true,
A00221,115,6,92,1,하행,600000,대구경북본부,610800,성주,40008.0,450,중부내륙선,0549330800,경북 성주군 초전면 용봉리(중부내륙고속도로),397,0,휴게소,성주(양평)휴게소,성주(양평),true,,true,true,false,true,
A00222,110,6,97,0,상행,600000,대구경북본부,610800,성주,719814.0,450,중부내륙선,0549320800,경북 성주군 초전면 용봉리 산129-48,396,0,휴게소,성주(창원)휴게소,성주(창원),true,,true,true,false,true,
A00016,68,106,35,0,상행,700000,부산경남본부,710200,창녕,635860.0,450,중부내륙선,0555212978,경남 창녕군 영산면 신제리 1471-1,177,0,휴게소,영산(창원)휴게소,영산(창원),true,,true,true,false,false,
A00279,0,0,0,1,하행,700000,부산경남본부,710200,창녕,63580.0,450,중부내륙선,0510000000,경남 창녕군 창녕읍 탐하리 81-11 중부내륙고속도로 창녕(양평)졸음쉼터,558,0,휴게소,창녕(양평)졸음쉼터,창녕(양평)졸음쉼터,false,,false,false,false,false,
A00127,165,8,66,1,하행,900000,충북본부,310600,충주,380922.0,450,중부내륙선,0438579229,충북 충주시 중앙탑면  중부내륙고속도록 230-1,169,0,휴게소,충주(양평)휴게소,충주(양평),false,,true,true,false,true,true
A00128,209,9,52,0,상행,900000,충북본부,310600,충주,380922.0,450,중부내륙선,0438579339,충북 충주시 가금면 용전리 산 50-3,170,0,휴게소,충주(창원)휴게소,충주(창원),false,,true,true,false,false,
A00094,99,5,24,1,하행,700000,부산경남본부,710200,창녕,637940.0,450,중부내륙선,0555879656,경남 함안군 칠서면 계내리 35,179,0,휴게소,칠서(양평)휴게소,칠서(양평),true,,true,true,false,true,
A00089,49,134,82,0,상행,700000,부산경남본부,710200,창녕,711870.0,4510,중부내륙선의 지선,0536150337,대구광역시 달성군 현풍면 성하리 342,243,0,휴게소,현풍(대구)휴게소,현풍(대구),true,,true,true,false,true,
A00090,107,128,14,1,하행,700000,부산경남본부,710200,창녕,711872.0,4510,중부내륙선의 지선,0536142436,대구 달성군 현풍면 성하리 286,244,0,휴게소,현풍(창원)휴게소,현풍(창원),true,,true,true,false,false,
A00231,462,10,36,0,상행,200000,수도권본부,210400,경기광주,467813.0,352,중부선,0316300001,경기 이천시 마장면 목리 산 13-32,409,0,휴게소,마장휴게소,마장,true,,true,true,true,false,true
A00284,0,0,0,0,상행,900000,충북본부,410400,진천,28643.0,352,중부선,0430000000,충북 청주시 서원구 내수동로108번길 35,563,0,휴게소,서청주IC주차장,서청주IC주차장,false,,false,false,false,false,
A00039,75,100,22,1,하행,900000,충북본부,410400,진천,363880.0,352,중부선,0432171477,충북 청원군 오창면 화산리 395-15,150,0,휴게소,오창(남이)휴게소,오창(남이),false,,true,true,false,false,
A00038,114,6,40,0,상행,900000,충북본부,410400,진천,363880.0,352,중부선,0432178303,충북 청원군 오창면 화산리 396-10,149,0,휴게소,오창(하남)휴게소,오창(하남),false,,true,true,false,true,
A00041,145,12,200,1,하행,900000,충북본부,410400,진천,369830.0,352,중부선,0438786410,충북 음성군 삼성면 용성리 산44,146,0,휴게소,음성(남이)휴게소,음성(남이),false,,true,true,false,false,
A00040,174,298,114,0,상행,900000,충북본부,410400,진천,369830.0,352,중부선,0438786403,충북 음성군 삼성면 양덕리 100-1,145,0,휴게소,음성(하남)휴게소,음성(하남),false,,true,true,false,true,
A00008,110,4,12,1,하행,200000,수도권본부,210400,경기광주,467813.0,352,중부선,0316370987,경기 이천시 마장면 목리 142,144,0,휴게소,이천(남이)휴게소,이천(남이),true,,true,true,false,false,
A00007,181,239,52,0,상행,200000,수도권본부,210400,경기광주,17305.0,352,중부선,0316381117,경기 이천시 신둔면 서이천로853번길 346-129,141,0,휴게소,이천쌀(하남)휴게소,이천쌀(하남),false,,false,false,false,false,
A00286,0,0,0,0,상행,900000,충북본부,410400,진천,27846.0,352,중부선,0430000000,"충북 진천군 초평면 중석3길 14, 진천졸음쉼터내",565,0,휴게소,진천(하남)졸음쉼터,진천(하남)졸음쉼터,false,,false,false,false,false,
A00288,0,0,0,1,하행,900000,충북본부,410400,진천,27846.0,352,중부선,00000000000,충청북도 진천군 문백면 구곡리 87,539,0,휴게소,진천농다리졸음쉼터,진천농다리졸음쉼터,false,,false,false,false,false,
A00006,598,643,25,1,하행,200000,수도권본부,211000,-,467733.0,352,중부선,0317914200,경기 하남시  중부고속도로 117,139,0,휴게소,하남드림휴게소,하남드림,true,,true,true,false,false,
000491,0,0,0,0,상행,990000,-,210100,인천,464840.0,550,중앙선,03180273945,경기 광주시 곤지암읍 만삼로 211,491,0,휴게소,광주(광주)휴게소,광주(광주),false,,false,false,false,false,
000492,0,0,0,1,하행,990000,-,210100,인천,464840.0,550,중앙선,03180273940,경기 광주시 곤지암읍 만삼로 270,492,0,휴게소,광주(원주)휴게소,광주(원주),false,,false,false,false,false,
A00081,91,168,73,1,하행,600000,대구경북본부,610400,군위,43111.0,550,중앙선,0543836114,대구광역시 군위군 군위읍 오곡리 산67-5,229,0,휴게소,군위(부산)휴게소,군위(부산),true,,true,true,false,true,
A00082,91,168,73,0,상행,600000,대구경북본부,610400,군위,43111.0,550,중앙선,0543837114,대구광역시 군위군 군위읍 오곡리 산68-8,230,0,휴게소,군위(춘천)휴게소,군위(춘천),true,,true,true,false,true,
A00112,80,116,32,1,하행,900000,충북본부,310500,제천,395850.0,550,중앙선,0434235401,충청북도 단양군 적성면 기동리 산74-1,223,0,휴게소,단양팔경(부산)휴게소,단양팔경(부산),false,,true,true,false,false,true
A00113,76,144,63,0,상행,900000,충북본부,310500,제천,395860.0,550,중앙선,0434211671,충청북도 단양군 단성면 하방리 56,221,0,휴게소,단양팔경(춘천)휴게소,단양팔경(춘천),false,,true,true,false,false,
A00134,110,7,48,0,상행,600000,대구경북본부,610400,군위,718921.0,550,중앙선,0549776921,경북 칠곡군 동명면 가천리 120-2,249,0,휴게소,동명(부산)휴게소,동명(부산),true,2.0,true,true,false,true,
A00133,91,8,39,1,하행,600000,대구경북본부,610400,군위,718921.0,550,중앙선,0549776901,경북 칠곡군 동명면  중앙고속도로 122,250,0,휴게소,동명(춘천)휴게소,동명(춘천),true,2.0,true,true,false,true,
A00079,125,204,75,1,하행,600000,대구경북본부,610500,영주,760800.0,550,중앙선,0548534061,경북 안동시 풍산읍 계평리 산547-6,225,0,휴게소,안동(부산)휴게소,안동(부산),true,,true,true,false,true,
A00080,141,266,120,0,상행,600000,대구경북본부,610500,영주,760800.0,550,중앙선,0548534062,경북 안동시 풍산읍 계평리 산128-2,226,0,휴게소,안동(춘천)휴게소,안동(춘천),true,1.0,true,true,false,true,
000487,0,0,0,0,상행,990000,-,210100,인천,476884.0,550,중앙선,03180272191,경기 양평군 양동면 여양3로 384-27,487,0,휴게소,양평(광주)휴게소,양평(광주),false,,false,false,false,false,
000488,0,0,0,1,하행,990000,-,210100,인천,476884.0,550,중앙선,03180272172,경기 양평군 양동면 송석2길 52,488,0,휴게소,양평(원주)휴게소,양평(원주),false,,false,false,false,false,
A00166,52,79,25,1,하행,600000,대구경북본부,610500,영주,750861.0,550,중앙선,0546348600,경북 영주시 장수면 파지리 277,311,0,휴게소,영주(부산)휴게소,영주(부산),false,,false,false,false,false,
A00167,52,79,25,0,상행,600000,대구경북본부,610500,영주,750861.0,550,중앙선,0546348700,경북 영주시 장수면 파지리 280,312,0,휴게소,영주(춘천)휴게소,영주(춘천),false,,false,false,false,false,
A00148,119,6,16,1,하행,300000,강원본부,310400,홍천,220923.0,550,중앙선,0337311794,강원 원주시 호저면 옥산리 211,299,0,휴게소,원주(부산)휴게소,원주(부산),true,,true,true,false,true,
A00149,127,6,30,0,상행,300000,강원본부,310400,홍천,220923.0,550,중앙선,0337314366,강원 원주시 호저면 옥산리 219-1,300,0,휴게소,원주(춘천)휴게소,원주(춘천),true,,true,true,false,true,
A00180,20,60,40,1,하행,900000,충북본부,310500,제천,390872.0,550,중앙선,0434235401,충북 제천시 봉양읍 삼거리 647-1,328,0,휴게소,제천(부산)휴게소,제천(부산),false,,false,false,false,false,
A00168,20,50,30,0,상행,900000,충북본부,310500,제천,390872.0,550,중앙선,0436539123,충북 제천시 봉양읍 삼거리 425,313,0,휴게소,제천(춘천)휴게소,제천(춘천),false,,false,false,false,false,
000477,0,0,0,0,상행,990000,-,210100,인천,714801.0,550,중앙선,00000000000,경북 청도군 청도읍 거연리 288,477,0,휴게소,청도새마을(대구)휴게소,청도새마을(대구),false,,false,false,false,false,
000478,0,0,0,1,하행,990000,-,210100,인천,714801.0,550,중앙선,00000000000,경북 청도군 청도읍 거연리 950,478,0,휴게소,청도새마을(부산)휴게소,청도새마을(부산),false,,false,false,false,false,
A00131,151,166,11,1,하행,300000,강원본부,310400,홍천,200882.0,550,중앙선,0332640394,강원 춘천시 동내면 사암리 산112-1,211,0,휴게소,춘천(부산)휴게소,춘천(부산),true,,true,true,false,true,
A00028,67,135,63,1,하행,900000,충북본부,310500,제천,26506.0,550,중앙선,0337629234,강원 원주시 신림면 금창리(치악로)416 치악(부산)휴게소,217,0,휴게소,치악(부산)휴게소,치악(부산),false,,true,true,false,true,
