direction	diselPrice	gasolinePrice	lpgPrice	lpgYn	oilCompany	serviceAreaCode	telNo	routeCode	routeName	serviceAreaCode2	serviceAreaName	svarAddr	restNm	svarCd
서울	"1,499원"	"1,688원"	X	N	AD	B00050	053-851-7025	10	경부선	49	경산(서울)주유소	경북 경산시 진량면신상리 대학로 1089	경산(서울)	48
서울	"1,508원"	"1,657원"	X	N	AD	B00053	054-751-8256	10	경부선	53	건천(서울)주유소	경북 경주시 건천읍방내리 28-1	건천(서울)	52
서울	"1,489원"	"1,688원"	"1,079원"	Y	AD	B00059	052-263-6146	10	경부선	58	언양(서울)주유소	울산광역시 울주군 언양읍반곡리 966-8	언양(서울)	57
서울	"1,489원"	"1,660원"	"1,110원"	Y	AD	B00078	055-389-1750	10	경부선	61	양산(서울)주유소	경남 양산시 동면내송리 산85-18	양산(서울)	62
서울	"1,506원"	"1,669원"	"1,078원"	Y	AD	B00080	042-934-2445	10	경부선	29	신탄진(서울)주유소	대전시 대덕구 상서동236-1	신탄진(서울)	28
서울	"1,499원"	"1,665원"	"1,048원"	Y	AD	B00118	043-231-8833	10	경부선	20	청주(서울)주유소	충북 청원군 옥산면 장남리284-16	청주(서울)	19
서울	"1,492원"	"1,665원"	"1,099원"	Y	AD	B00150	054-431-4477	10	경부선	307	김천(서울)주유소	경북 김천시 농소면신촌리 728-1	김천(서울)	306
부산	"1,509원"	"1,663원"	X	N	AD	B00042	061-772-2106	100	남해선	79	섬진강(부산)주유소	전남 광양시 진월면신아리 1192-3	섬진강(부산)	77
부산	"1,509원"	"1,663원"	989원	Y	AD	B00067	055-854-8622	100	남해선	75	사천(부산)주유소	경남 사천시 곤양면묵곡리 산53-1	사천(부산)	73
부산	"1,503원"	"1,658원"	888원	Y	S	B00069	055-342-8770	100	남해선	65	진영(부산)주유소	경남 김해시 진영읍우동리 377-2	진영(부산)	63
부산	"1,505원"	"1,665원"	"1,069원"	Y	AD	B00163	055-759-1028	100	남해선	346	진주(부산)주유소	경남 진주시 호탄동382 외 62필지	진주(부산)	347
부산	"1,504원"	"1,663원"	"1,049원"	Y	AD	B00164	055-583-9341	100	남해선	345	함안(부산)주유소	경남 함안군 군북면현포로 205	함안(부산)	344
부산	"1,501원"	"1,647원"	"1,058원"	Y	AD	B00181	070-4325-8800	100	남해선	403	보성녹차(영암)주유소	전남 보성군 미력면화방리 산196-7	보성녹차(영암)	401
순천	"1,509원"	"1,663원"	X	N	AD	B00041	061-772-4163	100	남해선	80	섬진강(순천)주유소	전남 광양시 진월면신아리 220-1	섬진강(순천)	78
순천	"1,509원"	"1,663원"	989원	Y	AD	B00066	055-854-6732	100	남해선	76	사천(순천)주유소	경남 사천시 곤양면묵곡리 산171-31	사천(순천)	74
순천	"1,508원"	"1,657원"	"1,068원"	Y	AD	B00068	055-342-0878	100	남해선	66	진영(순천)주유소	경남 김해시 진영읍우동리 300-3	진영(순천)	64
순천	"1,504원"	"1,663원"	"1,036원"	Y	AD	B00106	055-762-2048	100	남해선	72	문산(순천)주유소	경상남도 진주시 문산읍소문리 969	문산(순천)	71
순천	"1,501원"	"1,647원"	"1,068원"	Y	AD	B00165	055-582-6321	100	남해선	349	함안(순천)주유소	경남 함안군 군북면현포로 205-1	함안(순천)	348
순천	"1,501원"	"1,647원"	"1,058원"	Y	AD	B00182	070-4325-8805	100	남해선	402	보성녹차(순천)주유소	전남 보성군 겸백면남해고속도로 70번지	보성녹차(순천)	400
대구	"1,501원"	"1,647원"	"1,058원"	Y	AD	B00143	061-324-8864	121	무안광주선	271	함평나비(광주)주유소	전남 함평군 엄다면무안광주고속도로 12-1	함평나비(광주)	269
무안	"1,501원"	"1,647원"	"1,058원"	Y	AD	B00142	061-323-8867	121	무안광주선	272	함평나비(무안)주유소	전남 함평군 엄다면성천리(무안광주고속도로)	함평나비(무안)	270
대구	"1,501원"	"1,647원"	"1,068원"	Y	AD	B00044	063-636-2721	122	광주대구선	89	지리산(대구)주유소	전북 남원시 아영면아곡리 798	지리산(대구)	87
대구	"1,502원"	"1,672원"	X	N	AD	B00116	055-941-0863	122	광주대구선	82	거창(대구)주유소	경남 거창군 가조면 도리181	거창(대구)	83
대구	"1,627원"	"1,799원"	X	N	AD	B00191	063-653-3068	122	광주대구선	417	강천산(대구)주유소	전북 순창군 순창읍88올림픽고속도로 22	강천산(대구)	418
대구	"1,493원"	"1,669원"	"1,000원"	Y	AD	B00198	070-4304-0630	122	광주대구선	448	논공(대구)주유소	대구 달성군 논공읍88올림픽고속도로 176	논공(대구)	399
무안	"1,501원"	"1,647원"	"1,068원"	Y	AD	B00045	063-636-2722	122	광주대구선	340	지리산(광주)주유소	전북 남원시 아영면아곡리 산 83	지리산(광주)	88
무안	"1,502원"	"1,672원"	"1,027원"	Y	AD	B00117	055-941-0861	122	광주대구선	85	거창(광주)주유소	경남 거창군 가조면 도리181	거창(광주)	84
무안	"1,627원"	"1,799원"	X	N	AD	B00195	063-653-4171	122	광주대구선	437	강천산(광주)주유소	전북 순창군 순창읍88올림픽고속도록 23	강천산(광주)	436
무안	"1,493원"	"1,669원"	"1,000원"	Y	AD	B00199	070-4304-0610	122	광주대구선	449	논공(광주)주유소	대구 달성군 논공읍88올림픽고속도로 175	논공(광주)	81
목포	"1,501원"	"1,647원"	"1,016원"	Y	AD	B00011	031-353-8015	150	서해안선	95	화성(목포)주유소	경기도 화성군 팔탄면덕촌리 102-6	화성(목포)	93
목포	"1,796원"	"1,896원"	"1,129원"	Y	HD	B00084	041-357-8141	150	서해안선	369	행담도(목포)주유소	충남 당진군 신평면매산리(서해안고속도로) 275	행담도휴게소	
목포	"1,589원"	"1,724원"	998원	Y	SK	B00086	041-931-5871	150	서해안선	105	대천(목포)주유소	충남 보령시 주교면주교리 933-5	대천(목포)	103
목포	"1,519원"	"1,699원"	"1,059원"	Y	AD	B00096	041-688-8817	150	서해안선	335	서산(목포)주유소	충남 서산시 해미면삼송리 119	서산(목포)	98
목포	"1,505원"	"1,669원"	"1,090원"	Y	AD	B00098	063-453-5763	150	서해안선	109	군산(목포)주유소	전라북도 군산시 성산면신곡리	군산(목포)	108
목포	"1,505원"	"1,669원"	X	N	AD	B00100	061-324-4136	150	서해안선	116	함평천지(목포)주유소	전라남도 함평군 함평읍장교리 산112-12	함평천지(목포)	117
목포	"1,498원"	"1,637원"	"1,016원"	Y	AD	B00104	063-561-6318	150	서해안선	111	고창고인돌(목포)주유소	전북 고창군 신림면벽송리 산103-1	고창고인돌(목포)	110
목포	"1,499원"	"1,669원"	990원	Y	AD	B00129	041-642-1145	150	서해안선	256	홍성(목포)주유소	충남 홍성군 은하면금국리(서해안고속도로)	홍성(목포)	254
목포	"1,501원"	"1,647원"	"1,016원"	Y	AD	B00139	041-952-9738	150	서해안선	264	서천(목포)주유소	충남 서천군 비인면성산리 387-10	서천(목포)	262
목포	"1,498원"	"1,647원"	X	N	AD	B00234	063-776-8088	150	서해안선	588	부안고려청자(목포)주유소	전북 부안군 주산면 서해안고속도로103	부안고려청자(목포)	586
시흥	"1,501원"	"1,647원"	"1,016원"	Y	AD	B00010	031-353-8148	150	서해안선	94	화성(서울)주유소	경기도 화성군 팔탄면덕천리 253	화성(서울)	92
시흥	"1,589원"	"1,724원"	998원	Y	SK	B00085	041-931-5371	150	서해안선	104	대천(서울)주유소	충남 보령시 주교면주교리 904-34	대천(서울)	102
시흥	"1,519원"	"1,699원"	"1,059원"	Y	AD	B00095	041-688-7717	150	서해안선	101	서산(서울)주유소	충청남도 서산시 해미면삼송리 236-11	서산(서울)	100
시흥	"1,505원"	"1,674원"	"1,090원"	Y	AD	B00097	063-453-5163	150	서해안선	107	군산(서울)주유소	전라북도 군산시 나포면서포리	군산(서울)	106
시흥	"1,505원"	"1,669원"	"1,029원"	Y	AD	B00099	061-322-4409	150	서해안선	114	함평천지(서울)주유소	전라남도 함평군 손불면죽암리 29-1	함평천지(서울)	115
시흥	"1,498원"	"1,637원"	"1,016원"	Y	AD	B00103	063-561-0962	150	서해안선	113	고창고인돌(서울)주유소	전북 고창군 고창읍신월리 66-1	고창고인돌(서울)	112
시흥	"1,507원"	"1,675원"	990원	Y	AD	B00128	041-642-1178	150	서해안선	255	홍성(서울)주유소	충남 홍성군 은하면금국리(서해안고속도로)	홍성(서울)	253
시흥	"1,506원"	"1,678원"	"1,025원"	Y	AD	B00138	041-952-9735	150	서해안선	263	서천(서울)주유소	충남 서천군 비인면성산리 22-4	서천(서울)	261
시흥	X	X	X	N	SK	B00157	031-411-0592	150	서해안선	327	목감(서울)주유소	경기 시흥시 목감동112-5 외9필지	목감(서울)	326
시흥	"1,796원"	"1,896원"	"1,129원"	Y	HD	B00176	041-357-8141	150	서해안선	368	행담도(서울)주유소	충남 당진군 신평면매산리 503-2	행담도휴게소	
시흥	"1,508원"	"1,672원"	X	N	AD	B00233	063-776-7088	150	서해안선	587	부안고려청자(서울)주유소	전북 부안군 주산면 서해안고속도로106	부안고려청자(서울)	585
익산	"1,509원"	"1,669원"	X	N	AD	B00148	063-432-1383	205	완주장수선	287	진안마이산(익산)주유소	전북 진안군 진안읍단양리 171-110	진안마이산(익산)	285
포항	"1,509원"	"1,669원"	"1,078원"	Y	AD	B00149	063-432-6353	205	완주장수선	308	진안마이산(장수)주유소	전북 진안군 진안읍단양리 333-75	진안마이산(장수)	286
익산	X	X	X	N	AD	B00132	054-338-9301	207	대구포항선	260	영천(대구)주유소	경북 영천시 임고면금대리 99	영천(대구)	257
익산	"1,504원"	"1,672원"	"1,029원"	Y	AD	B00133	054-337-5074	207	대구포항선	297	청통(대구)주유소	경북 영천시 청통면우천리 산 160-4	청통(대구)	293
포항	"1,504원"	"1,672원"	"1,029원"	Y	AD	B00130	053-853-1082	207	대구포항선	298	와촌(포항)주유소	경북 경산시 와촌면강학리 산 71-1	와촌(포항)	294
포항	"1,508원"	"1,667원"	X	N	AD	B00131	054-338-9135	207	대구포항선	259	영천(포항)주유소	경상북도 영천시 임고면 운주로 777 (영천(포항방향)주유소)금대리 103	영천(포항)	258
논산	"1,504원"	"1,669원"	X	N	AD	B00037	063-836-5272	251	호남선	120	여산(천안)주유소	전북 익산시 여산면호산리 210-8	여산(천안)	118
논산	"1,499원"	"1,665원"	"1,039원"	Y	AD	B00039	063-532-2373	251	호남선	124	정읍녹두장군(천안)주유소	전북 정읍시 북면하북1길 227-23	정읍녹두장군(천안)	122
논산	"1,509원"	"1,669원"	"1,045원"	Y	AD	B00043	061-362-7188	251	호남선	132	곡성(천안)주유소	전남 곡성군 겸면가정리 358-7	곡성(천안)	130
논산	"1,505원"	"1,665원"	"1,010원"	Y	AD	B00076	061-393-0267	251	호남선	128	백양사(천안)주유소	전라남도 장성군 북일면 호남고속도로 108-1 (백양사(논산)주유소)박산리 156-4	백양사(천안)	126
논산	"1,509원"	"1,663원"	"1,055원"	Y	AD	B00114	061-754-4454	251	호남선	137	주암(천안)주유소	전남 순천시 주암면고산리246-4	주암(천안)	135
논산	"1,509원"	"1,669원"	X	N	AD	B00168	063-236-2592	251	호남선	356	이서(천안)주유소	서울 송파구 송파동185-5	이서(천안)	358
순천	"1,504원"	"1,669원"	980원	Y	AD	B00038	063-836-5246	251	호남선	121	여산(순천)주유소	전북 익산시 여산면호산리(호남고속도로 191)	여산(순천)	119
순천	"1,505원"	"1,665원"	"1,024원"	Y	AD	B00040	063-532-0510	251	호남선	125	정읍녹두장군(순천)주유소	전북 정읍시 북면남산리 산20-9	정읍녹두장군(순천)	123
순천	"1,489원"	"1,635원"	"1,069원"	Y	AD	B00046	061-362-5955	251	호남선	133	곡성(순천)주유소	전남 곡성군 겸면가정리(호남고속도로)49-1	곡성(순천)	131
순천	"1,489원"	"1,635원"	"1,055원"	Y	AD	B00073	061-754-4985	251	호남선	136	주암(순천)주유소	전남 순천시 주암면고산리 155-1	주암(순천)	134
순천	"1,505원"	"1,665원"	965원	Y	AD	B00077	061-394-5178	251	호남선	129	백양사(순천)주유소	전라남도 장성군 북일면박산리 68-3	백양사(순천)	127
순천	"1,509원"	"1,669원"	"1,024원"	Y	AD	B00169	063-227-4334	251	호남선	357	이서(순천)주유소	서울 송파구 송파동185-5	이서(순천)	355
광양	"1,505원"	"1,669원"	X	N	AD	B00172	063-644-7300	270	순천완주선	363	오수(순천)주유소	전북 임실군 오수면대명리 783-16	오수(순천)	361
광양	"1,504원"	"1,672원"	"1,071원"	Y	AD	B00175	061-782-1737	270	순천완주선	366	황전(순천)주유소	전남 순천시 황전면선변리 595-7	황전(순천)	364
광양	"1,509원"	"1,669원"	X	N	AD	B00238	063-633-0377	270	순천완주선	596	춘향(순천)주유소	전북 남원시 수지면순천완주고속도로 49	춘향(순천)	391
전주	"1,505원"	"1,669원"	"1,059원"	Y	AD	B00173	063-644-4800	270	순천완주선	362	오수(완주)주유소	전북 임실군 오수면대명리 783-16	오수(완주)	360
전주	"1,499원"	"1,667원"	"1,125원"	Y	AD	B00174	061-782-1701	270	순천완주선	367	황전(완주)주유소	전남 순천시 황전면선변리595-6번지	황전(완주)	365
전주	"1,509원"	"1,669원"	X	N	AD	B00239	063-636-2207	270	순천완주선	597	춘향(완주)주유소	전북 남원시 수지면순천완주고속도로 50	춘향(완주)	595
상주	"1,514원"	"1,699원"	"1,130원"	Y	AD	B00146	054-531-1984	300	서산영덕선	309	화서(영덕)주유소	경북 상주시 화서면상용리 408	화서(영덕)	280
상주	"1,504원"	"1,669원"	"1,050원"	Y	AD	B00151	041-335-0052	300	서산영덕선	315	예산(당진)주유소	충남 예산군 신양면서계양리 662-28	예산(당진)	316
상주	"1,502원"	"1,668원"	"1,050원"	Y	AD	B00153	041-854-9504	300	서산영덕선	325	공주(당진)주유소	충남 공주시 의당면청룡리 71-1	공주(당진)	324
상주	"1,559원"	"1,709원"	999원	Y	AD	B00201	054-862-9036	300	서산영덕선	497	의성(청주)주유소	경북 의성군 안계면새못안길 45-49	의성(청주)	495
상주	"1,505원"	"1,669원"	X	N	AD	B00203	054-872-5911	300	서산영덕선	505	청송(청주)주유소	경북 청송군 파천면중평병부길 203-92	청송(청주)	503
상주	"1,523원"	"1,658원"	X	N	AD	B00232	043-715-2823	300	서산영덕선	584	문의청남대(영덕)주유소	충북 청주시 상당구 문의면남계리 654번지	문의청남대(영덕)	582
청원	"1,509원"	"1,665원"	"1,095원"	Y	AD	B00144	043-544-6311	300	서산영덕선	282	속리산(청주)주유소	충북 보은군 마로면적암리(적암길) 56-18	속리산(청주)	279
청원	"1,504원"	"1,669원"	"1,050원"	Y	AD	B00152	041-334-0081	300	서산영덕선	317	예산(대전)주유소	충남 예산군 신양면서계양리 672-3	예산(대전)	314
청원	"1,502원"	"1,668원"	X	N	AD	B00154	041-854-9728	300	서산영덕선	319	공주(대전)주유소	충남 공주시 장기면송선리 315-5	공주(대전)	318
청원	"1,559원"	"1,709원"	999원	Y	AD	B00202	054-862-9254	300	서산영덕선	498	의성(영덕)주유소	경북 의성군 안계면새못안길 45-47	의성(영덕)	496
청원	X	X	X	N	AD	B00204	054-872-9102	300	서산영덕선	506	청송(영덕)주유소	경북 청송군 파천면중평병부길 203-115	청송(영덕)	504
청원	"1,514원"	"1,679원"	X	N	AD	B00231	043-223-2822	300	서산영덕선	583	문의청남대(청주)주유소	충북 청주시 상당구 문의면남계리 산59-4번지	문의청남대(청주)	581
통영	"1,509원"	"1,659원"	999원	Y	AD	B00072	055-973-8902	351	통영대전선	168	산청(통영)주유소	경남 산청군 단성면방목리 산68-7	산청(통영)	166
통영	"1,499원"	"1,659원"	"1,107원"	Y	AD	B00083	041-751-2895	351	통영대전선	156	금산인삼랜드(통영)주유소	충남 금산군 군북면외부리 718	금산인삼랜드(통영)	154
통영	"1,514원"	"1,674원"	"1,069원"	Y	AD	B00094	063-353-5100	351	통영대전선	160	덕유산(통영)주유소	전라북도 장수군 계북면양악리 394-2	덕유산(통영)	158
통영	"1,497원"	"1,667원"	959원	Y	AD	B00113	055-963-8762	351	통영대전선	164	함양(통영)주유소	경남 함양군 지곡면효산길23-31	함양(통영)	162
통영	"1,494원"	"1,654원"	978원	Y	AD	B00141	055-674-2062	351	통영대전선	290	고성공룡나라(통영)주유소	경남 고성군 대가면송계리 477-7번지	고성공룡나라(통영)	288
하남	"1,509원"	"1,659원"	999원	Y	AD	B00071	055-973-6138	351	통영대전선	167	산청(대전)주유소	경남 산청군 단성면방목리 344-21	산청(대전)	165
하남	"1,494원"	"1,549원"	X	N	AD	B00082	041-754-9200	351	통영대전선	155	금산인삼랜드(대전)주유소	충남 금산군 군북면외부리 721-3	금산인삼랜드(대전)	153
하남	"1,514원"	"1,674원"	"1,069원"	Y	AD	B00093	063-353-4200	351	통영대전선	159	덕유산(대전)주유소	전라북도 무주군 안성면통영대전고속도로 148	덕유산(대전)	157
하남	"1,497원"	"1,667원"	959원	Y	AD	B00110	055-964-1041	351	통영대전선	163	함양(대전)주유소	경남 함양군 지곡면보산리 278-6	함양(대전)	161
하남	"1,494원"	"1,654원"	998원	Y	AD	B00140	055-674-8062	351	통영대전선	291	고성공룡나라(대전)주유소	경남 고성군 대가면신전리 85번지	고성공룡나라(대전)	289
통영	"1,540원"	"1,698원"	"1,021원"	Y	AD	B00004	031-793-5800	352	중부선	140	하남드림주유소	경기 하남시 천현동181-20	하남드림	139
통영	"1,500원"	"1,668원"	X	N	AD	B00029	043-217-1443	352	중부선	152	오창(남이)주유소	충청북도 청주시 청원구 오창읍 중부고속도로 19 (오창휴게소 주유소 통영기점)화산리 395-2	오창(남이)	150
통영	"1,505원"	"1,669원"	"1,014원"	Y	AD	B00031	043-878-5039	352	중부선	148	음성(남이)주유소	충청북도 음성군 삼성면 중부고속도로 51 (음성휴게소 하)용성리 산39-3	음성(남이)	146
통영	"1,506원"	"1,678원"	"1,025원"	Y	AD	B00120	031-637-0401	352	중부선	143	이천(남이)주유소	경기 이천시 마장면 목리142	이천(남이)	144
통영	"1,797원"	"1,897원"	"1,022원"	Y	SK	B00188	031-638-7869	352	중부선	412	마장복합(하)주유소	경기 이천시 마장면목리 산 13-32	마장휴게소	
하남	"1,498원"	"1,657원"	"1,016원"	Y	AD	B00005	031-637-0953	352	중부선	142	이천쌀(하남)주유소	경기 이천시 신둔면용면리(서이천로853번길) 346-149	이천쌀(하남)	141
하남	"1,504원"	"1,674원"	X	N	AD	B00028	043-217-6385	352	중부선	151	오창(하남)주유소	충북 청주시 청원구 오창읍중부고속도로 22	오창(하남)	149
하남	"1,501원"	"1,647원"	"1,016원"	Y	AD	B00030	043-877-1086	352	중부선	147	음성(하남)주유소	충북 음성군 삼성면양덕리 467	음성(하남)	145
하남	"1,797원"	"1,897원"	X	N	SK	B00187	031-638-7869	352	중부선	411	마장복합(상)주유소	경기 이천시 마장면목리 산 13-32	마장휴게소	
제천	"1,514원"	"1,674원"	"1,060원"	Y	AD	B00159	031-674-8644	400	평택제천선	334	안성맞춤(제천)주유소	경기 안성시 서운면신능리 51-11	안성맞춤(제천)	333
제천	"1,500원"	"1,668원"	999원	Y	AD	B00185	043-881-8122	400	평택제천선	416	금왕(제천)주유소	충북 음성군 금왕읍용계리	금왕(제천)	414
제천	"1,513원"	"1,668원"	"1,039원"	Y	AD	B00194	043-844-2988	400	평택제천선	421	천등산(제천)주유소	충북 충주시 산척면평택제천고속도로 106	천등산(제천)	419
평택	"1,505원"	"1,671원"	"1,069원"	Y	AD	B00160	031-672-9622	400	평택제천선	332	안성맞춤(평택)주유소	경기 안성시 서운면신능리 51-16 외 23필지	안성맞춤(평택)	331
평택	"1,500원"	"1,668원"	999원	Y	AD	B00184	043-882-8030	400	평택제천선	415	금왕(평택)주유소	충북 음성군 금왕읍용계리 193-3	금왕(평택)	413
평택	"1,513원"	"1,668원"	X	N	AD	B00193	043-844-2915	400	평택제천선	422	천등산(평택)주유소	충북 충주시 산척면평택제천고속도로 109	천등산(평택)	420
마산	"1,509원"	"1,659원"	"1,069원"	Y	AD	B00070	055-521-3284	450	중부내륙선	178	영산(창원)주유소	경남 창녕군 영산면신제리 장척호수길 56-110	영산(창원)	177
마산	"1,519원"	"1,681원"	"1,079원"	Y	AD	B00101	054-482-6014	450	중부내륙선	175	선산(양평)주유소	경북 구미시 옥성면중부내륙고속도로 128-1	선산(양평)	173
마산	"1,503원"	"1,674원"	"1,068원"	Y	AD	B00108	043-857-7371	450	중부내륙선	172	충주(창원)주유소	충북 충주시 중앙탑면 중부내륙고속도로231-1	충주(창원)	170
마산	"1,501원"	"1,647원"	"1,068원"	Y	AD	B00135	043-832-7970	450	중부내륙선	304	괴산(창원)주유소	충북 괴산군 장연면오가리 104번지	괴산(창원)	303
마산	"1,499원"	"1,659원"	"1,065원"	Y	AD	B00136	054-554-1659	450	중부내륙선	276	문경(양평)주유소	경북 문경시 유곡동458	문경(양평)	268
마산	"1,497원"	"1,668원"	"1,068원"	Y	AD	B00145	054-932-0031	450	중부내륙선	284	남성주참외(창원)주유소	경북 성주군 선남면명포리 880-5번지	남성주참외(창원)	277
마산	"1,535원"	"1,719원"	"1,039원"	Y	AD	B00167	031-885-9764	450	중부내륙선	352	서여주(양평)주유소	경기 여주시 세종대왕면중부내륙고속도로 272	서여주(양평)	350
목포	"1,571원"	"1,707원"	X	N	AD	B00218	031-296-1509	450	중부내륙선	546	성주(창원)주유소	경상북도 성주군 초전면중부내륙고속도로 97	성주(창원)	396
시흥	"1,571원"	"1,707원"	X	N	AD	B00217	031-295-1509	450	중부내륙선	545	성주(양평)주유소	경상북도 성주군 초전면중부내륙고속도로 98	성주(양평)	397
양평	"1,495원"	"1,669원"	"1,039원"	Y	AD	B00061	055-587-1420	450	중부내륙선	180	칠서(양평)주유소	경남 함안군 칠서면계내리 29	칠서(양평)	179
양평	"1,519원"	"1,681원"	"1,079원"	Y	AD	B00102	054-482-6034	450	중부내륙선	176	선산(창원)주유소	경북 구미시 옥성면대원리 85-1	선산(창원)	174
양평	"1,500원"	"1,668원"	"1,060원"	Y	AD	B00107	043-857-4884	450	중부내륙선	171	충주(양평)주유소	충북 충주시 가금면 용전리 380-4	충주(양평)	169
양평	"1,506원"	"1,669원"	"1,071원"	Y	AD	B00134	043-832-6598	450	중부내륙선	296	괴산(양평)주유소	충북 괴산군 장연면오가리 293-2	괴산(양평)	295
양평	"1,504원"	"1,669원"	"1,055원"	Y	AD	B00137	054-554-1614	450	중부내륙선	275	문경(창원)주유소	경북 문경시 유곡동418-1	문경(창원)	273
